ID;ID_COMBINACAO;REFERENCIA;TITULO;ATRIBUTO;ESTOQUE;RESERVA;ESTOQUE_TOTAL;ATIVO
163;536;10586;Colar Anzol For Fisher;Único / Único;10;0;10;1
164;537;10587;Colar Hei Matau Metal;Único / Único;6;1;7;1
165;538;10588;Colar Isca Stick;Único / Único;2;0;2;1
166;539;10589;Pulseira Anzol 3 voltas;Único / Único;0;0;0;0
167;540;10590;Pulseira Anzol Hei Matau;Único / Único;0;0;0;0
168;541;10591;Pulseira Anzol For Fisher;Único / Único;0;0;0;0
170;542;;Camiseta Hei Matau Maori (teste);P / Branco;0;0;0;0
170;543;;Camiseta Hei Matau Maori (teste);Branco / M;0;0;0;0
170;544;;Camiseta Hei Matau Maori (teste);G / Branco;0;0;0;0
170;545;;Camiseta Hei Matau Maori (teste);Branco / GG;0;0;0;0
170;546;;Camiseta Hei Matau Maori (teste);Branco / XG;0;0;0;0
170;547;;Camiseta Hei Matau Maori (teste);P / Preto;0;0;0;0
170;548;;Camiseta Hei Matau Maori (teste);Preto / M;0;0;0;0
170;549;;Camiseta Hei Matau Maori (teste);Preto / G;0;0;0;0
170;550;;Camiseta Hei Matau Maori (teste);GG / Preto;0;0;0;0
170;551;;Camiseta Hei Matau Maori (teste);Preto / XG;0;0;0;0
